Beneficiary_ID,Name,Age,Gender,Mobile,Aadhaar,State,District,Village,Occupation,Monthly_Income,Annual_Income,Family_Size,BPL_Status,Ration_Card,Disability,Chronic_Disease,PMJAY_Registered,Eligible,Latitude,Longitude
BEN04440,Zarna Dasgupta,43,Female,0701562079,414864654726,Madhya Pradesh,Bhopal,Bhind,Student,29701,356412,4,No,None,No,No,No,No,10.803423,86.433025
BEN04441,Gayathri Deep,25,Male,9568310890,570328306986,Gujarat,Bhavnagar,Cuttack,Labourer,6132,73584,5,Yes,AAY,No,No,Yes,Yes,17.154371,96.691532
BEN04442,Karan Pant,85,Male,2751033549,154008676096,Maharashtra,Nagpur,Kirari Suleman Nagar,Student,59782,717384,2,No,None,Yes,No,Yes,Yes,20.973335,69.032118
BEN04443,Fariq Chana,54,Female,9397359557,341765550210,Rajasthan,Jodhpur,Varanasi,Driver,51839,622068,3,No,None,Yes,No,Yes,Yes,18.229763,72.453791
BEN04444,Ojas Mistry,37,Male,6781938918,157962232525,Rajasthan,Ajmer,Rajpur Sonarpur,Retired,7988,95856,7,No,None,No,No,Yes,No,34.968427,80.195807
BEN04445,Ridhi Pingle,24,Female,4042588687,952480482141,Uttar Pradesh,Varanasi,Srikakulam,Shopkeeper,9160,109920,2,No,None,No,No,No,No,36.177789,93.499704
BEN04446,Gagan Arya,82,Male,7597559691,858818843556,Maharashtra,Pune,Haldia,Mason,47914,574968,8,No,None,No,No,No,No,26.76395,70.080816
BEN04447,Keya Subramanian,69,Male,5856159192,495516742999,Gujarat,Rajkot,Ghaziabad,Shopkeeper,11202,134424,8,No,None,No,No,Yes,Yes,34.565037,82.641761
BEN04448,Vidhi Bhalla,33,Female,4461177120,478296574412,Gujarat,Bhavnagar,Nagaon,Mason,21219,254628,4,No,None,No,No,Yes,No,9.962375,78.557508
BEN04449,Yutika Mand,31,Male,7041372322,668796754270,Rajasthan,Jodhpur,Varanasi,Farmer,9403,112836,1,Yes,PHH,No,No,No,Yes,20.592164,77.526983
BEN04450,Yashoda Gill,22,Male,0392687693,326974987255,Maharashtra,Aurangabad,Chennai,Labourer,28387,340644,8,No,None,No,No,No,No,34.861108,76.775091
BEN04451,Yug Saini,24,Male,5355681959,616577453296,Gujarat,Ahmedabad,Vasai-Virar,Driver,63278,759336,5,Yes,PHH,No,No,Yes,No,34.138854,71.209221
BEN04452,Gautam Chaudry,36,Female,2343585766,526206000576,Madhya Pradesh,Gwalior,Durgapur,Homemaker,5359,64308,6,No,None,No,No,No,No,11.735577,79.24342
BEN04453,Yug Desai,30,Male,1407790803,531646464141,Uttar Pradesh,Lucknow,Guntur,Electrician,40893,490716,3,No,None,No,No,Yes,No,8.902859,88.440733
BEN04454,Logan Dua,32,Male,6400364334,658028617987,Uttar Pradesh,Prayagraj,Rajahmundry,Homemaker,5337,64044,4,Yes,PHH,No,No,Yes,Yes,10.001161,89.461193
BEN04455,Logan Majumdar,49,Female,0262831999,766254935783,Uttar Pradesh,Varanasi,Mehsana,Teacher,39944,479328,8,No,None,No,No,No,No,17.606948,85.970025
BEN04456,Ishita Chokshi,86,Male,7717508825,779571430027,Gujarat,Vadodara,Siliguri,Student,31385,376620,4,No,None,No,Yes,No,No,23.045074,86.649656
BEN04457,Frederick Sankar,58,Female,4955725191,857355040875,Uttar Pradesh,Varanasi,Jamshedpur,Mechanic,15147,181764,4,No,None,No,No,Yes,No,16.162352,91.1165
BEN04458,Daksha Pau,59,Female,7971097598,895248180244,Maharashtra,Nashik,Kollam,Mechanic,28186,338232,3,Yes,AAY,No,No,No,No,21.82755,91.099856
BEN04459,Balveer Sheth,33,Female,9353390679,913278978063,Maharashtra,Aurangabad,Meerut,Student,16782,201384,1,No,None,No,No,Yes,No,24.383988,82.376528
BEN04460,Pratyush Varty,19,Male,1881420796,599137965826,Uttar Pradesh,Varanasi,Akola,Mason,39169,470028,6,No,None,No,No,Yes,No,32.984663,74.676955
BEN04461,Maya Munshi,68,Female,6933728927,446138194430,Uttar Pradesh,Kanpur,Visakhapatnam,Driver,29361,352332,8,Yes,AAY,No,No,Yes,No,34.605238,78.952399
BEN04462,Pallavi Varkey,48,Female,6770715241,246248387517,Madhya Pradesh,Indore,Rajkot,Electrician,24259,291108,1,Yes,PHH,Yes,Yes,Yes,Yes,33.045308,89.589525
BEN04463,Nidhi Krishnamurthy,20,Female,9823329098,712031791113,Gujarat,Vadodara,Pune,Teacher,33943,407316,8,Yes,PHH,No,No,Yes,No,24.078752,79.368451
BEN04464,Yash Johal,46,Female,1293610718,429283179939,Uttar Pradesh,Varanasi,Sambalpur,Labourer,52839,634068,3,Yes,AAY,Yes,No,No,Yes,23.827304,68.667232
BEN04465,Ishwar Majumdar,54,Male,5152650369,167694487798,Rajasthan,Udaipur,Maheshtala,Homemaker,45938,551256,1,No,None,No,No,Yes,No,15.922936,68.370104
BEN04466,Yadavi Das,71,Male,5456472541,782627013784,Uttar Pradesh,Agra,Faridabad,Mechanic,63463,761556,1,No,None,Yes,No,Yes,Yes,25.377039,82.0783
BEN04467,Upma Butala,74,Male,3118185378,823115774230,Maharashtra,Pune,Kavali,Student,15593,187116,8,No,None,No,Yes,Yes,No,17.032703,84.745836
BEN04468,Maanas Prasad,33,Female,7462847786,671790737376,Uttar Pradesh,Lucknow,Khammam,Electrician,41070,492840,6,No,None,No,No,Yes,No,28.001152,85.092726
BEN04469,Fariq Ben,67,Female,2257333903,708894757876,Gujarat,Surat,Bokaro,Student,3207,38484,1,No,None,No,Yes,No,Yes,20.038323,90.766196
BEN04470,Sanya Thakur,80,Male,4533801577,704855163203,Rajasthan,Kota,Moradabad,Nurse,63271,759252,3,No,None,No,Yes,Yes,No,34.815359,92.071597
BEN04471,Zilmil Nagi,66,Female,8602498632,546769998356,Rajasthan,Jaipur,Yamunanagar,Homemaker,36052,432624,2,No,None,No,Yes,Yes,No,13.925704,72.668797
BEN04472,Tanay Kakar,40,Male,5833279632,894922756592,Maharashtra,Nashik,Coimbatore,Labourer,58056,696672,7,No,None,No,No,Yes,No,25.173968,76.851714
BEN04473,Jyoti Nagar,82,Male,4399851234,945584957888,Madhya Pradesh,Bhopal,Howrah,Mechanic,55863,670356,4,No,None,No,Yes,Yes,No,25.292629,86.981247
BEN04474,William Jayaraman,47,Male,7030836092,608703061716,Gujarat,Ahmedabad,Sasaram,Mechanic,48414,580968,2,No,None,No,No,Yes,No,23.259543,88.304523
BEN04475,Om Bal,41,Female,9251458443,460098440305,Uttar Pradesh,Prayagraj,Berhampore,Farmer,64371,772452,4,No,None,No,No,Yes,No,17.436223,74.385407
BEN04476,Abhimanyu Guha,24,Male,1722051604,718187298866,Uttar Pradesh,Varanasi,Imphal,Farmer,11975,143700,2,No,None,No,Yes,No,Yes,21.924682,83.222765
BEN04477,Ishani Soman,36,Male,6060770806,164833123056,Madhya Pradesh,Gwalior,Siwan,Shopkeeper,14443,173316,3,Yes,PHH,No,No,Yes,No,35.382481,95.54275
BEN04478,Triya Chaudry,74,Female,7882229804,789805113958,Madhya Pradesh,Gwalior,Firozabad,Homemaker,46592,559104,3,No,None,Yes,No,Yes,Yes,34.635491,70.319376
BEN04479,Sachi Dugal,59,Male,3386706744,280849379908,Rajasthan,Jaipur,Deoghar,Shopkeeper,69931,839172,6,No,None,Yes,No,No,Yes,8.674245,88.303933
BEN04480,Rachit Edwin,25,Male,7708555929,310631840564,Uttar Pradesh,Agra,Shahjahanpur,Student,17880,214560,3,No,None,No,No,Yes,No,13.269444,81.558269
BEN04481,Netra Bhargava,80,Male,5032488732,221847682766,Gujarat,Ahmedabad,Kulti,Labourer,4085,49020,8,No,None,Yes,No,Yes,Yes,25.409219,68.913936
BEN04482,Balveer Yohannan,50,Female,5985863698,693976138004,Maharashtra,Mumbai,Loni,Shopkeeper,68757,825084,2,No,None,No,No,Yes,No,24.110703,91.019437
BEN04483,Kala Nadig,26,Male,0283700249,486787413724,Uttar Pradesh,Agra,Thane,Mason,64285,771420,6,No,None,No,No,Yes,No,25.809175,85.912376
BEN04484,Siddharth Sankar,42,Female,7505704550,515094345343,Uttar Pradesh,Kanpur,Naihati,Student,65452,785424,6,Yes,PHH,No,No,No,No,13.604156,89.204478
BEN04485,Naveen Patla,65,Female,9241883609,576298955392,Maharashtra,Mumbai,Kakinada,Mason,69321,831852,2,Yes,AAY,No,No,Yes,No,32.465114,78.464515
BEN04486,Jalsa Sampath,27,Male,2732916537,485403998601,Uttar Pradesh,Varanasi,South Dumdum,Farmer,54110,649320,2,No,None,No,No,Yes,No,21.710328,94.709437
BEN04487,Simon Bal,67,Male,4836418488,571948826419,Uttar Pradesh,Prayagraj,Ichalkaranji,Retired,68615,823380,2,Yes,PHH,No,No,Yes,No,32.717519,79.13986
BEN04488,Jai Nori,25,Female,9855653301,359010872359,Gujarat,Ahmedabad,Bathinda,Student,35161,421932,5,No,None,No,Yes,Yes,No,10.88423,76.675282
BEN04489,Isha Srivastava,53,Female,6432191875,685095850478,Gujarat,Rajkot,Rohtak,Homemaker,25038,300456,7,Yes,AAY,No,No,No,No,35.970581,83.14685
BEN04490,Akshay Bhatti,53,Female,0000686937,847296880051,Uttar Pradesh,Kanpur,Anantapuram,Homemaker,13412,160944,6,No,None,No,No,No,No,12.616587,81.373398
BEN04491,Manya Kunda,42,Female,9111239553,962909020711,Rajasthan,Jaipur,Gaya,Labourer,56948,683376,2,No,None,No,Yes,Yes,No,15.032533,96.074969
BEN04492,Hema Venkataraman,74,Male,3662036051,597267215918,Rajasthan,Udaipur,Berhampore,Electrician,64806,777672,8,No,None,No,No,Yes,No,9.694568,69.667895
BEN04493,Wridesh Jaggi,58,Female,4900420492,547844337541,Rajasthan,Jodhpur,Delhi,Shopkeeper,9375,112500,1,No,None,Yes,No,Yes,Yes,8.75258,96.916388
BEN04494,Veer Muni,18,Female,7048142915,657751545730,Rajasthan,Ajmer,Malegaon,Shopkeeper,3244,38928,7,No,None,Yes,No,Yes,Yes,29.487919,89.289858
BEN04495,Hema Randhawa,76,Male,7448418306,953320332875,Gujarat,Bhavnagar,Kozhikode,Driver,63301,759612,5,Yes,AAY,No,No,Yes,No,36.992566,91.841218
BEN04496,Bhavani Samra,75,Male,2691349115,314063605402,Madhya Pradesh,Jabalpur,Kolhapur,Farmer,28013,336156,8,No,None,No,No,Yes,No,17.530689,74.505889
BEN04497,Dhruv Borde,38,Female,4879321256,597272386993,Madhya Pradesh,Gwalior,Berhampur,Farmer,19294,231528,7,Yes,PHH,Yes,No,Yes,Yes,12.946595,70.389044
BEN04498,Siya Khalsa,80,Male,1175845995,265401959547,Maharashtra,Nagpur,Ahmednagar,Farmer,48155,577860,7,Yes,AAY,No,No,Yes,No,22.042092,84.087483
BEN04499,Teerth Sethi,36,Male,9772047244,152284928149,Rajasthan,Udaipur,Sambalpur,Mechanic,13732,164784,3,Yes,PHH,No,No,Yes,No,12.155142,95.157149
BEN04500,Ranbir Ray,78,Female,8293669947,118757766028,Rajasthan,Ajmer,Mangalore,Homemaker,67538,810456,6,No,None,No,No,Yes,No,30.772158,81.006629
BEN04501,Bhavya Dara,77,Male,7680848390,330463075477,Madhya Pradesh,Jabalpur,Moradabad,Homemaker,58550,702600,6,No,None,No,No,Yes,No,15.56807,88.192781
BEN04502,Zayan Biswas,31,Male,7431228302,858452659728,Madhya Pradesh,Indore,Hindupur,Mason,4047,48564,2,No,None,No,Yes,Yes,Yes,10.057087,85.944698
BEN04503,Darika D’Alia,72,Male,3131329760,559653794221,Uttar Pradesh,Varanasi,Panihati,Mechanic,66432,797184,7,Yes,AAY,No,Yes,No,No,21.496046,78.953128
BEN04504,Anthony Jayaraman,27,Male,5627553028,274099102443,Madhya Pradesh,Jabalpur,Meerut,Electrician,49578,594936,6,No,None,No,No,Yes,No,25.673385,91.280805
BEN04505,Jyoti Bahri,25,Male,2166237669,160494200621,Rajasthan,Kota,Meerut,Nurse,38352,460224,5,Yes,PHH,No,Yes,Yes,No,36.325548,77.070856
BEN04506,Anjali Sahni,75,Male,7635297258,657231412224,Gujarat,Vadodara,Silchar,Homemaker,67030,804360,6,No,None,No,No,Yes,No,8.028987,73.645545
BEN04507,Janya Sastry,72,Male,6451281163,215978468280,Madhya Pradesh,Ujjain,Raichur,Shopkeeper,24170,290040,1,Yes,PHH,No,No,Yes,No,33.751876,74.766719
BEN04508,Jason Majumdar,68,Male,1068557755,850088558270,Madhya Pradesh,Bhopal,Shahjahanpur,Teacher,63165,757980,3,Yes,AAY,No,No,Yes,No,31.659926,82.338701
BEN04509,Jhalak Dar,30,Male,1768523899,930277443131,Rajasthan,Jaipur,Sri Ganganagar,Electrician,16350,196200,1,No,None,No,No,Yes,No,10.300766,71.575467
BEN04510,Bimala Goyal,87,Male,4389124728,492715769431,Rajasthan,Jaipur,Nangloi Jat,Tailor,54186,650232,6,Yes,PHH,No,Yes,Yes,No,20.271675,93.118544
BEN04511,Jackson Rama,87,Female,7872553151,597964360858,Rajasthan,Kota,Nagpur,Electrician,7260,87120,5,Yes,AAY,No,No,Yes,Yes,31.940886,75.743825
BEN04512,Oviya Sibal,56,Female,2832855459,801937615878,Uttar Pradesh,Varanasi,Bellary,Homemaker,57396,688752,8,No,None,No,Yes,Yes,No,24.016061,92.664821
BEN04513,Yashvi Nagarajan,59,Female,2293292444,365933754187,Maharashtra,Mumbai,Raipur,Electrician,65153,781836,3,Yes,AAY,No,No,Yes,No,24.896969,78.976533
BEN04514,Amol Sheth,39,Male,7434785576,131636502699,Gujarat,Ahmedabad,Pali,Labourer,62139,745668,7,No,None,No,No,Yes,No,30.333266,86.650266
BEN04515,Neelima Balay,70,Female,1686126156,421940022784,Uttar Pradesh,Kanpur,Munger,Teacher,40666,487992,5,No,None,No,No,Yes,No,16.594874,73.438371
BEN04516,Nachiket Bhavsar,32,Female,8915030128,292118462507,Maharashtra,Nashik,Raebareli,Mason,50918,611016,5,No,None,No,No,Yes,No,27.920869,69.231885
BEN04517,Hredhaan Gour,79,Female,2947879095,308567872473,Gujarat,Ahmedabad,Nashik,Teacher,17466,209592,8,Yes,PHH,No,No,No,No,16.989222,86.739688
BEN04518,Logan Peri,45,Male,2332491253,619594901939,Gujarat,Vadodara,Jhansi,Shopkeeper,38663,463956,8,Yes,PHH,Yes,Yes,Yes,Yes,35.247846,88.979455
BEN04519,Mitali Bhasin,24,Male,5805492095,366893636311,Madhya Pradesh,Bhopal,Haldia,Tailor,60801,729612,4,No,None,Yes,No,Yes,Yes,30.964039,73.256805
BEN04520,Lekha Tata,78,Female,1128024285,870862534322,Gujarat,Bhavnagar,Jalna,Student,54347,652164,8,No,None,No,No,Yes,No,14.43868,70.932876
BEN04521,Raghav Mohan,24,Female,4131320636,848593659360,Maharashtra,Aurangabad,Thane,Student,68810,825720,5,No,None,No,No,Yes,No,13.318562,80.105633
BEN04522,Tara Bora,85,Male,5611984189,638010375035,Madhya Pradesh,Gwalior,Mangalore,Tailor,33451,401412,5,No,None,Yes,Yes,Yes,Yes,25.456644,83.656712
BEN04523,Andrew Basu,27,Male,8623814401,530084605630,Uttar Pradesh,Prayagraj,Berhampore,Student,54946,659352,4,No,None,Yes,No,Yes,Yes,18.790925,84.269344
BEN04524,Pooja Garde,49,Female,7816333209,165753196726,Madhya Pradesh,Jabalpur,Dharmavaram,Mechanic,9031,108372,6,Yes,AAY,No,No,Yes,Yes,11.24476,78.069251
BEN04525,Yauvani Kalita,76,Female,3137735347,127855019262,Madhya Pradesh,Gwalior,Hindupur,Labourer,50470,605640,1,Yes,PHH,No,No,Yes,No,12.387871,81.68209
BEN04526,Hemal Ratti,48,Male,1068260931,903690512204,Madhya Pradesh,Indore,Saharsa,Driver,67866,814392,3,No,None,No,No,Yes,No,31.883092,82.56427
BEN04527,Amaira Shenoy,80,Female,4059965508,281299036788,Madhya Pradesh,Ujjain,Durgapur,Student,8934,107208,1,No,None,No,No,Yes,Yes,34.160144,86.275884
BEN04528,Kavya Subramanian,67,Male,5450195365,272393151052,Uttar Pradesh,Varanasi,Delhi,Teacher,30912,370944,6,Yes,AAY,No,No,Yes,No,31.749878,72.994849
BEN04529,Warinder Saran,79,Male,6912308806,841682150069,Rajasthan,Kota,Bokaro,Tailor,68736,824832,4,No,None,No,No,Yes,No,9.275937,93.690418
BEN04530,Lohit Mani,35,Male,0387376788,997955751868,Uttar Pradesh,Kanpur,Hindupur,Student,61392,736704,6,Yes,PHH,No,No,No,No,14.209318,87.771709
BEN04531,Kai Kashyap,21,Male,2003182914,764906281262,Rajasthan,Jodhpur,Tumkur,Homemaker,13932,167184,3,Yes,AAY,No,No,Yes,No,20.682404,74.566191
BEN04532,Oviya Ravel,38,Male,9942038000,966815912875,Rajasthan,Kota,Raiganj,Homemaker,69621,835452,4,Yes,PHH,No,No,Yes,No,23.86952,91.711738
BEN04533,Anay Acharya,47,Female,1916880893,397572999903,Gujarat,Surat,Khora ,Teacher,61026,732312,8,No,None,No,No,Yes,No,30.332546,85.228432
BEN04534,Unni Kata,77,Male,2536869601,840818230325,Maharashtra,Pune,Bidar,Mechanic,67127,805524,3,No,None,No,No,Yes,No,15.358266,74.182754
BEN04535,Ekta Badami,75,Male,4356376048,376682275031,Maharashtra,Nagpur,Dehradun,Tailor,67563,810756,6,Yes,AAY,No,Yes,No,No,17.567068,71.301909
BEN04536,Aarini Vig,66,Female,3091331873,968571208498,Maharashtra,Nashik,Bijapur,Homemaker,49136,589632,8,Yes,PHH,No,No,Yes,No,26.723294,86.914548
BEN04537,Luke Raghavan,64,Female,7201296850,899906609300,Uttar Pradesh,Kanpur,Tirupati,Mechanic,24875,298500,6,Yes,AAY,No,No,Yes,No,30.466858,88.502916
BEN04538,Chakrika Pillai,27,Male,8209147286,602264833173,Maharashtra,Mumbai,Raichur,Driver,60817,729804,4,No,None,No,No,Yes,No,11.836634,70.407632
BEN04539,Wishi Sarna,40,Male,3933659525,350917145124,Uttar Pradesh,Prayagraj,Sagar,Student,59373,712476,1,No,None,No,No,No,No,28.175811,86.636441
BEN04540,Aradhana Hari,20,Female,7721706231,211440720253,Madhya Pradesh,Jabalpur,Bettiah,Mason,40200,482400,7,No,None,No,No,Yes,No,17.069589,80.446913
BEN04541,Anirudh Toor,90,Female,0597403748,114258567906,Gujarat,Surat,Munger,Retired,13602,163224,2,No,None,No,No,Yes,Yes,14.02012,92.950731
BEN04542,Vivaan Deo,36,Female,4422350449,864741182111,Gujarat,Surat,Begusarai,Electrician,51378,616536,4,Yes,PHH,No,No,No,No,33.304803,87.151781
BEN04543,Devika Sankar,19,Female,6736528962,940450342852,Madhya Pradesh,Bhopal,Rajkot,Labourer,45326,543912,4,Yes,AAY,No,No,Yes,No,27.179584,78.940571
BEN04544,Widisha Anand,61,Male,0041620538,783723900142,Madhya Pradesh,Gwalior,Vijayanagaram,Mechanic,53508,642096,5,No,None,No,No,No,No,17.663586,93.373615
BEN04545,Isaiah Viswanathan,78,Male,3730856372,683373224114,Rajasthan,Kota,Lucknow,Driver,59692,716304,1,Yes,AAY,Yes,No,Yes,Yes,20.06979,89.542984
BEN04546,Yagnesh Sarin,57,Male,5586313213,682044311954,Gujarat,Bhavnagar,Bhubaneswar,Farmer,13599,163188,4,No,None,No,No,Yes,No,36.041766,74.167336
BEN04547,Gaurang Bail,30,Male,0610904045,136212418574,Gujarat,Surat,Amravati,Driver,4068,48816,5,No,None,No,Yes,No,Yes,14.907483,80.206835
BEN04548,Dayamai Vasa,80,Male,0927954839,760332572192,Madhya Pradesh,Gwalior,Ahmedabad,Shopkeeper,30108,361296,3,Yes,AAY,No,No,Yes,No,29.954517,68.164889
BEN04549,Ekansh Ravel,56,Female,2999157596,545272053091,Rajasthan,Udaipur,Thoothukudi,Retired,6426,77112,5,No,None,No,No,Yes,No,32.811995,81.278132
BEN04550,Ryan Lata,31,Male,1531739167,917448373442,Rajasthan,Jodhpur,New Delhi,Driver,9611,115332,5,Yes,PHH,Yes,No,No,Yes,11.899437,74.226621
BEN04551,Chandresh Chandra,78,Male,6771606684,240958530780,Uttar Pradesh,Kanpur,Unnao,Tailor,36887,442644,8,No,None,No,No,Yes,No,31.524547,73.685411
BEN04552,Triya Mammen,23,Female,0232838044,110373147180,Rajasthan,Kota,Katihar,Retired,43454,521448,5,No,None,Yes,No,No,Yes,36.436042,89.663343
BEN04553,Irya Tripathi,28,Female,8977344148,680943047663,Madhya Pradesh,Jabalpur,Jammu,Retired,65183,782196,7,Yes,AAY,Yes,No,Yes,Yes,17.167489,78.793306
BEN04554,Ikshita Buch,44,Male,9639375049,711782240982,Uttar Pradesh,Varanasi,Eluru,Farmer,61185,734220,1,Yes,AAY,No,No,Yes,No,12.16429,77.317586
BEN04555,Saksham Solanki,40,Male,0768330173,937125947875,Gujarat,Surat,Kanpur,Retired,33418,401016,6,No,None,No,No,No,No,11.806242,91.90446
BEN04556,Hemangini Balan,71,Female,6329416364,930378113881,Uttar Pradesh,Kanpur,Bidhannagar,Shopkeeper,12979,155748,1,Yes,AAY,No,No,Yes,Yes,19.049914,79.324033
BEN04557,Saanvi Rajan,71,Male,8506304211,441627915460,Rajasthan,Ajmer,Raipur,Electrician,55931,671172,2,No,None,No,No,Yes,No,16.752013,71.616856
BEN04558,Harini Saran,86,Male,5368108255,831829832465,Uttar Pradesh,Prayagraj,Jalgaon,Student,6497,77964,4,No,None,No,No,Yes,Yes,8.301607,95.61655
BEN04559,Niharika Karan,55,Female,7225196174,979615614782,Gujarat,Vadodara,Singrauli,Nurse,17541,210492,2,No,None,No,No,No,No,20.383756,72.273666
BEN04560,Rayaan Naidu,59,Female,6352720955,866458142263,Rajasthan,Udaipur,Surendranagar Dudhrej,Driver,52551,630612,7,Yes,AAY,No,Yes,Yes,No,23.953987,72.641531
BEN04561,Dhruv Jhaveri,53,Male,2580009475,151714998486,Maharashtra,Nashik,Amroha,Mason,46522,558264,5,No,None,No,No,Yes,No,27.37258,96.92341
BEN04562,Isaiah Nagy,80,Female,8262336167,390663228340,Madhya Pradesh,Bhopal,Pallavaram,Student,35395,424740,6,No,None,No,No,Yes,No,10.242635,82.066829
BEN04563,Lucky Wadhwa,54,Female,6121560352,623236616745,Uttar Pradesh,Lucknow,Pali,Farmer,51062,612744,4,No,None,No,Yes,Yes,No,36.435562,91.484619
BEN04564,Peter Ghosh,81,Female,5439002483,971536578155,Uttar Pradesh,Varanasi,Mirzapur,Farmer,28283,339396,1,No,None,Yes,No,Yes,Yes,15.78557,73.82239
BEN04565,Unnati Dash,90,Male,5388845599,772463126654,Rajasthan,Ajmer,Karnal,Student,6662,79944,2,Yes,AAY,Yes,No,Yes,Yes,23.754884,69.807548
BEN04566,Charan Prakash,61,Male,2934867822,700203765751,Maharashtra,Nagpur,Hosur,Homemaker,59265,711180,3,No,None,No,Yes,Yes,No,23.500307,76.26218
BEN04567,Tristan Narang,67,Female,4920957259,562622922855,Madhya Pradesh,Jabalpur,Parbhani,Farmer,52988,635856,5,No,None,No,No,No,No,27.291876,96.309411
BEN04568,Netra D’Alia,69,Female,3348731540,816335367384,Maharashtra,Mumbai,Saharanpur,Electrician,14191,170292,3,No,None,No,No,No,Yes,21.99184,75.904606
BEN04569,Geetika Doctor,33,Female,6902396383,682257942058,Madhya Pradesh,Indore,Bhubaneswar,Mechanic,21933,263196,4,No,None,No,No,Yes,No,9.72444,68.779261
BEN04570,Fitan Tak,62,Male,5484710658,821302101600,Maharashtra,Nagpur,Srikakulam,Student,56325,675900,4,No,None,No,No,Yes,No,33.009881,71.397157
BEN04571,Quincy Kashyap,23,Female,9937073028,359715909509,Uttar Pradesh,Varanasi,Dindigul,Retired,23260,279120,1,Yes,AAY,No,Yes,Yes,No,22.444859,80.924682
BEN04572,Libni Rajan,86,Male,8883363778,806025960822,Rajasthan,Ajmer,Karaikudi,Nurse,34711,416532,2,No,None,No,No,Yes,No,25.581053,75.788208
BEN04573,Jai Sampath,23,Female,0125727998,817549536267,Rajasthan,Jaipur,Kharagpur,Teacher,46940,563280,4,No,None,No,No,No,No,15.780491,88.578991
BEN04574,Ranveer Mander,64,Male,5788674906,591057146630,Rajasthan,Jaipur,Ozhukarai,Driver,27475,329700,8,No,None,No,Yes,Yes,No,35.387958,77.753402
BEN04575,Falan Pandya,51,Female,4390746585,190092437387,Maharashtra,Mumbai,Kirari Suleman Nagar,Homemaker,8697,104364,1,No,None,Yes,No,Yes,Yes,26.709796,88.576515
BEN04576,Patrick Palla,45,Male,8979610120,936404896473,Rajasthan,Udaipur,Aligarh,Teacher,35161,421932,4,Yes,AAY,No,No,No,No,27.312245,73.477041
BEN04577,Manthan Rege,53,Female,8464375398,548842727881,Rajasthan,Kota,Warangal,Mechanic,52085,625020,2,No,None,No,No,No,No,17.520797,72.584752
BEN04578,Varenya Kibe,59,Male,6986583252,863017365718,Gujarat,Ahmedabad,Cuttack,Homemaker,50401,604812,7,No,None,No,Yes,Yes,No,15.316562,70.769367
BEN04579,Onkar Dyal,72,Male,3647488197,872631093020,Gujarat,Ahmedabad,Howrah,Driver,15997,191964,3,Yes,AAY,No,No,Yes,No,15.700733,83.949948
BEN04580,Amaira Wable,57,Female,0903784798,120008611016,Rajasthan,Jaipur,Burhanpur,Mechanic,9740,116880,7,No,None,No,No,Yes,No,31.367551,90.482717
BEN04581,Sachi Bal,90,Female,7058531897,174725381618,Uttar Pradesh,Lucknow,Kolhapur,Retired,61426,737112,7,Yes,PHH,No,Yes,Yes,No,8.832718,79.701831
BEN04582,Urvashi Saha,73,Female,5933684592,650337708842,Uttar Pradesh,Agra,Bhilwara,Labourer,20630,247560,6,No,None,No,Yes,No,No,20.237466,91.237569
BEN04583,Harinakshi Kota,66,Male,3860638123,480196792983,Madhya Pradesh,Bhopal,Chandigarh,Mason,39016,468192,3,No,None,No,No,Yes,No,16.323184,84.995604
BEN04584,Adweta Sankaran,72,Male,9685497910,916226630061,Madhya Pradesh,Bhopal,Meerut,Retired,38927,467124,1,No,None,No,No,No,No,23.955854,69.131202
BEN04585,Tanveer Bahl,35,Male,8398587631,419989473677,Uttar Pradesh,Varanasi,Asansol,Shopkeeper,61537,738444,2,Yes,AAY,No,Yes,Yes,No,23.13925,95.146973
BEN04586,Kashvi Jha,43,Female,8725929522,611219148038,Madhya Pradesh,Ujjain,Rourkela,Nurse,25072,300864,7,No,None,No,No,No,No,16.741027,75.401843
BEN04587,Vaishnavi Chakrabarti,83,Male,3649972593,439583785499,Gujarat,Ahmedabad,Shivpuri,Driver,47250,567000,3,Yes,AAY,No,No,No,No,12.817595,85.845036
BEN04588,Baljiwan Gala,28,Male,3906505353,854308175718,Uttar Pradesh,Kanpur,Pune,Farmer,50511,606132,5,No,None,No,No,Yes,No,15.469967,86.091924
BEN04589,Yachana Wadhwa,83,Male,9014640027,402856889343,Gujarat,Bhavnagar,Bongaigaon,Mechanic,13244,158928,3,Yes,PHH,No,No,Yes,Yes,16.988786,89.965199
BEN04590,Elijah Sem,34,Male,8746531623,586098347092,Maharashtra,Mumbai,Udaipur,Student,63043,756516,5,Yes,PHH,Yes,No,No,Yes,21.083659,92.161504
BEN04591,Sudiksha Pandey,18,Male,4564170527,317085340482,Uttar Pradesh,Lucknow,Asansol,Retired,9836,118032,2,No,None,No,Yes,No,Yes,32.227866,89.627005
BEN04592,Watika Mukhopadhyay,36,Female,0239255971,363987281519,Uttar Pradesh,Prayagraj,Bihar Sharif,Student,10327,123924,2,Yes,PHH,No,No,Yes,No,31.055667,95.177087
BEN04593,Garima Contractor,31,Female,6091400822,805878763640,Uttar Pradesh,Prayagraj,Chandigarh,Homemaker,51076,612912,1,No,None,No,No,No,No,36.652273,80.494642
BEN04594,Zilmil Konda,72,Female,5448769269,598511151229,Madhya Pradesh,Indore,Vijayawada,Retired,51550,618600,4,Yes,PHH,No,Yes,No,No,33.797075,70.39571
